URL,article,news_content
https://vnexpress.net/se-co-tau-nghi-dem-tren-song-sai-gon-4543533.html,Sẽ có tàu nghỉ đêm trên sông Sài Gòn,"TP HCMTàu nghỉ qua đêm 100-200 phòng, tàu gỗ nhỏ chở 10-50 khách tham quan dọc sông... là những hình thức phát triển du lịch đường thuỷ đến 2025.

Kế hoạch trên vừa được Sở Du lịch TP HCM nêu trong báo cáo gửi UBND TP HCM về kết quả phát triển du lịch đường thuỷ giai đoạn 2017-2020 ngày 2/12. Sở đặt mục tiêu đến 2025 du lịch đường thuỷ đạt 1,5 triệu lượt khách và tăng trưởng 10-15% mỗi năm. Doanh thu năm 2025 đạt 3.000 tỷ đồng, tăng 15% mỗi năm, đóng góp 11% vào GRDP của du lịch thành phố.

Để đạt được mục tiêu này, sẽ có nhiều giai đoạn. Cụ thể, năm 2022-2023, Sở sẽ phát triển nhiều mô hình mới như tàu nghỉ qua đêm 100-200 phòng trải nghiệm sông Sài Gòn, tàu gỗ nhỏ chở 10-50 khách để kết nối với các khu rạch nhỏ, kênh cho du khách tham quan di tích lịch sử, đình, chùa, làng nghề. Chợ nổi tại khu vực cầu Tân Thuận vào thứ 7, chủ nhật hàng tuần sẽ được tái hiện. Khu vực này đang có 3-5 thuyền mua bán hàng hoá nên Sở muốn đa dạng hoá các dịch vụ giải trí trên phương tiện thuỷ, hỗ trợ nhà điều hành tour du lịch sông nước để đưa đường sông thành phương thức vận chuyển trong tương lai.

Sở Du lịch TP HCM dự kiến làm tour tàu nghỉ qua đêm trải nghiệm sông Sài Gòn. Ảnh: Sở Du lịch TP HCM

Các câu lại bộ giải trí dưới nước cũng được kết nối như du thuyền, thuyền hơi, chèo thuyền kayak... để hút du khách, tạo không khí nhộn nhịp trên tuyến sông nội đô. TP HCM đã thử nghiệm tour buýt đêm cuối năm 2021 từ bến Bạch Đằng (quận 1) đến bến Bình An (TP Thủ Đức) và chạy muộn nhất đến 21h vào cuối tuần.

Ngoài ra, TP HCM sẽ tiếp tục phát triển các sản phẩm sẵn có. Cụ thể, tuyến du lịch đi quận 7 (Bến Bạch Đằng - sông Sài Gòn - kênh Tẻ - rạch Ông Lớn - rạch Đia), tăng dịch vụ trải nghiệm như chèo thuyền kayak, cano kéo (tại trạm chèo Sài Gòn). Tuyến du lịch Bạch Đằng - Cần Giờ sẽ được mở rộng với phà biển Tắc Suất - Vũng Tàu để trở thành tour liên tỉnh, thu hút khách Đông Nam Bộ.

Loại hình du lịch cộng đồng tại ấp Thiềng Liềng, xã đảo Thạnh An cũng được đầu tư thành điểm lưu trú, trải nghiệm du lịch khép kín. Tuyến du lịch đường thuỷ từ TP HCM đến Tiền Giang, Bến Tre bằng tàu cao tốc hoặc buýt thuỷ cũng sẽ nâng cấp các bến tàu hiện hữu.

Giai đoạn 2023-2025, sẽ có thêm các lộ trình theo chuyên đề như lịch sử, văn hoá, phát triển đô thị.

Chợ hoa bến Bình Đông (quận 8) là một trong những điểm du lịch Tết nổi tiếng tại TP HCM. Ảnh: Phong Vinh

Kế hoạch trên đòi hỏi sự hoàn thiện về quy hoạch hệ thống bờ sông, kênh rạch, cảng, bến thuỷ nội địa cũng như hạ tầng. Các dự án như cải tạo đập Năm Lý, Cống kiểm soát triều Bến Nghé, nạo vét kênh Lò Gốm sẽ sớm hoàn thành để không cản trở phương tiện đường thuỷ. Môi trường nước cần cải thiện để giảm ô nhiễm, tăng mỹ quan. Sở Du lịch cũng đề xuất các Sở Quy hoạch Kiến trúc, Giao thông Vận tải và Tài nguyên Môi trường hoàn thiện các dự án để đảm bảo triển khai phục vụ dịch vụ, thương mại, du lịch...

Giai đoạn 2017-2020, ngành du lịch đường thuỷ đã đa dạng hoá các sản phẩm gồm du lịch đường sông tầm ngắn (tour nội đô dưới 10 km), tầm trung (tour nội đô bán kính 10-60 km), tầm xa (liên tỉnh); du lịch đường biển. Tuy nhiên, tổng lượt khách du lịch giảm dần từ 845.000 lượt năm 2018 còn 297.000 lượt năm 2020. Nguyên nhân được cho là quy hoạch chưa hoàn chỉnh, cơ chế quản lý thiếu toàn diện, cơ sở hạ tầng hạn chế, môi trường nước chưa đảm bảo...

Thu Hằng"
https://vnexpress.net/hang-nao-o-viet-nam-lon-nhat-the-gioi-4543566.html,Hang nào ở Việt Nam lớn nhất thế giới?,"Hang nào ở Việt Nam lớn nhất thế giới?

Hang động tự nhiên lớn nhất thế giới nằm ở Quảng Bình, có chiều rộng đủ để chứa một chiếc máy bay Boeing.

Phương Anh"
https://vnexpress.net/10-mon-nen-thu-khi-den-han-quoc-mua-dong-4543737.html,10 món nên thử khi đến Hàn Quốc mùa đông,"Samgyeopsal

Đây là món thịt ba chỉ thái mỏng, được tẩm ướp gia vị rồi nướng chín, ăn kèm rau sống, lá tía tô, hành tây thái lát và kim chi. Khi miếng thịt được nướng chín, người ăn sẽ cắt nhỏ, rồi đặt một miếng thịt vào giữa miếng rau sống, hoặc tía tô, cuộn lại chấm với ssamjang (nước chấm hỗn hợp từ tương đậu và tương ớt).

Theo CNN, phần thú vị nhất của món ăn chính là cách thưởng thưc. Món ăn thường được dùng trong các bữa tụ tập gia đình, bạn bè, đặc biệt trong mùa đông. Mọi người cùng nhau uống rượu soju, ăn thịt nướng, trò chuyện sôi nổi."
https://vnexpress.net/san-may-tren-dinh-deo-o-bao-loc-4543491.html,Săn mây trên đỉnh đèo ở Bảo Lộc,"Phạm Kim Nhân (27 tuổi, sống tại Đà Lạt), thường xuyên đi săn mây. Anh cũng là tác giả của nhiều bộ ảnh chụp mây đẹp ở Sa Pa, Đà Lạt. Nhân cho hay: ""Tình cờ biết địa điểm săn mây mới ở Lâm Đồng này qua một người bạn và ấn tượng nên tôi đã dậy sớm, di chuyển tới đây để được tận mắt chứng kiến và ghi lại những hình ảnh đẹp nhất""."
https://vnexpress.net/vietjet-khoi-phuc-duong-bay-thang-da-lat-bangkok-4543744.html,Vietjet khôi phục đường bay thẳng Đà Lạt - Bangkok,"Vietjet Thái Lan mở lại đường bay thẳng duy nhất kết nối Đà Lạt với thủ đô Bangkok của xứ Chùa Vàng từ ngày 2/12, sau gần 3 năm tạm ngưng vì đại dịch.

Chuyến bay mang số hiệu VZ940 được chào đón hôm qua tại sân bay quốc tế Liên Khương với sự tham gia của đại diện lãnh đạo tỉnh Lâm Đồng, sở ban ngành liên quan, sân bay và các đại biểu khác với nghi thức vòi rồng và các tiết mục chào mừng. Hành khách trên chuyến bay cũng được thưởng thức các tiết mục biểu diễn nghệ thuật, rút thăm trúng vé máy bay và nhận bánh trung thu trên tàu bay.

Chuyến bay VZ940 từ Bangkok đến Đà Lạt được đại diện lãnh đạo tỉnh Lâm Đồng và Vietjet chào mừng. Ảnh: Ánh Dương

Tổng giám đốc Vietjet Thái Lan, ông Woranate Laprabang phát biểu: ""Chúng tôi rất vui mừng khôi phục lại kết nối giữa thủ đô Thái Lan và Đà Lạt, thành phố ngàn hoa với cảnh đẹp lãng mạn, một trong những điểm đến hàng đầu Việt Nam. Đường bay thẳng sẽ đem đến thêm cơ hội bay và lựa chọn linh hoạt cho hành khách giữa hai nước, tiếp tục góp phần thúc đẩy hồi phục du lịch và kinh tế trong khu vực và giữa hai quốc gia"".

Tiết mục biểu diễn nghệ thuật tại sân bay Liên Khương chào đón các hành khách bay chuyến mở lại đường bay Đà Lạt - Bangkok sau đại dịch. Ảnh: Ánh Dương

Đường bay giữa Đà Lạt và Bangkok (sân bay Suvarnabhumi) sẽ khai thác 4 chuyến mỗi tuần vào các thứ hai, tư, sáu và chủ nhật với thời gian bay khoảng 1 giờ 45 phút mỗi chặng và có thể tăng tần suất trong thời gian tới.

Hành khách có thể mua vé bay từ Đà Lạt đến Bangkok với giá vé từ 360.000 đồng mỗi chiều (chưa tính thuế phí) tại website, ứng dụng điện thoại Vietjet Air và các phòng vé, đại lý chính thức của hãng trên toàn cầu.

Hành khách làm thủ tục tại sân bay quốc tế Suvarnabhumi để đến Đà Lạt hôm 2/12. Ảnh: Ánh Dương

Vietjet hiện là nhà khai thác hàng đầu giữa Việt Nam và Thái Lan, với các đường bay giữa Hà Nội, TP HCM, Đà Nẵng, Phú Quốc và Bangkok cùng với đường bay thẳng duy nhất giữa TP HCM với Phuket, Chiang Mai. Việt Nam và Thái Lan đều đã khôi phục lại các điều kiện nhập cảnh như trước dịch, chào đón du khách khám phá các điểm đến yêu thích. Thái Lan còn cho phép du khách quốc tế từ nhiều quốc gia, bao gồm Việt Nam lưu trú tối đa đến 45 ngày.

Từ Thái Lan, Vietjet đã mở rộng mạng bay quốc tế đến các điểm đến hàng đầu châu Á như Singapore, Fukuoka (Nhật Bản), Đà Nẵng, Phú Quốc, Đài Bắc (Đài Loan, Trung Quốc), Campuchia để phục vụ nhu cầu đi lại ngày càng tăng của du khách.

Hoàng Anh"
https://vnexpress.net/vietravel-gioi-thieu-nhieu-tour-tet-tai-hoi-xuan-2023-4543473.html,Vietravel giới thiệu nhiều tour Tết tại Hội Xuân 2023,"Các tour Tết của Vietravel đưa du khách tới thăm Mộc Châu, Sapa; Singapore, Malaysia; hay các quốc gia châu Âu với lịch trình 2-9 ngày.

Với 3 ngày nghỉ lễ Tết Dương lịch và 7-9 ngày nghỉ Tết Âm lịch, du khách có thể đăng ký nhiều tour trong và ngoài nước theo lịch trình 3-7 ngày, do Vietravel tổ chức.

Gian hàng Vietravel với nhiều hoạt động thú vị chào đón du khách. Ảnh: Vietravel

Tour 2-3 ngày

Dịp Tết, trăm hoa đua nở, bạn có thể dành cho bản thân và gia đình vài ngày đến những nơi có quang cảnh thiên nhiên xanh mát, thoáng đạt kết hợp thưởng ngoạn các mùa hoa như Mộc Châu, Sapa, Hà Giang.

Một số tuyến biển miền Nam Trung Bộ như Đà Nẵng, Quy Nhơn, Nha Trang, Phú Quốc đang vào mùa khô, quanh năm ấm áp cũng là gợi ý cho các gia đình có nhu cầu tranh thủ đi nghỉ dưỡng trong tầm 3 ngày Tết.

Tour 4-5 ngày

Với sự tương đồng về văn hóa, trải nghiệm Tết cổ truyền tại các quốc gia khu vực Đông Nam Á là sự ưu tiên cho hành trình 4-5 ngày. Thủ tục đơn giản, các điểm đến như Singapore, Singapore - Malaysia, Bali (Indonesia), Thái Lan, Myanmar... là lựa chọn cho các gia đình có thể đưa ra quyết định đi bất cứ lúc nào.

Nếu đã quá quen với các hành trình Đông Nam Á, du khách có thể lựa chọn những điểm đến khác như Đài Loan, Dubai hay Nhật Bản, Hàn Quốc với trải nghiệm ngắm tuyết rơi, chơi trượt tuyết.

Tour 6-9 ngày

Nếu muốn trốn lạnh, bạn có thể đến các quốc gia nằm ở Nam bán cầu với khí hậu hoàn toàn trái ngược Việt Nam là Australia và Nam Phi để hưởng cái nắng thu vàng ngọt, thỏa thích dạo chơi ở những khu vườn cây ăn trái, ngắm thiên nhiên hoa cỏ.

Với kỳ nghỉ Tết lên tới 9 ngày, bạn cũng có thể cân nhắc thêm các tuyến châu Âu, Mỹ hay các tour hành hương: Ấn Độ - Nepal, Chiangmai, Myanmar cho một năm mới đầy hanh thông.

Theo đại diện Vietravel, tối ngày 2/12, Vietravel đã khai mạc Hội Xuân 2023 trong khuôn khổ Lễ hội Áo dài du lịch, tại phố đi bộ hồ Hoàn Kiếm, Hà Nội (mặt đường Đinh Tiên Hoàng). Sự kiện kéo dài đến ngày 4/12 với hàng loạt ưu đãi ưu đãi cho khách đăng ký tour, dịp kỷ niệm 27 năm thành lập. Khách hàng đang tham khảo nhiều ưu đãi tại sự kiện Hội Xuân 2023. Ảnh: Vietravel

Dịp này, Vietravel Hà Nội đồng thời tung ra bộ sản phẩm kích cầu giảm sâu lên tới 25%; bộ sản phẩm khởi hành dịp Tết Dương lịch, Tết Âm lịch; giảm giá cho nhóm trên 4 người lên đến 11,7 triệu đồng. Bộ sản phẩm có lịch khởi hành từ tháng 1/2023 đến tháng 4/2023 với ưu đãi giảm tới 1,3 triệu đồng một khách cho du khách đăng ký sớm. ""Đây là cơ hội săn tour giá tốt cho các khách hàng đang có kế hoạch khởi hành giai đoạn mùa đông 2022 và xuân 2023"", đại diện công ty cho hay.

Vietravel tung ra bộ sản phẩm kích cầu giảm sâu lên tới 25%. Ảnh: Vietravel



Liên hệ: Công ty Du lịch Vietravel - chi nhánh Hà Nội

Địa chỉ: số 3 Hai Bà Trưng, quận Hoàn Kiếm, Hà Nội.

Tel: (024) 3933 1978 - Hotline: 0983 160 022 - 0989 37 00 33.

Vietravel miền Bắc. Tham khảo bộ sản phẩm khuyến mại giảm tới 25% khi đăng ký trong sự kiện tại đây Liên hệ: Công ty Du lịch Vietravel - chi nhánh Hà NộiĐịa chỉ: số 3 Hai Bà Trưng, quận Hoàn Kiếm, Hà Nội.Tel: (024) 3933 1978 - Hotline: 0983 160 022 - 0989 37 00 33. Fanpage Vietravel miền Bắc. Zalo chương trình khuyến mại.

Thư Kỳ"
https://vnexpress.net/lonely-planet-goi-y-8-cung-trekking-o-viet-nam-4543323.html,Lonely Planet gợi ý 8 cung trekking ở Việt Nam,"Trang web du lịch hàng đầu thế giới gợi ý 8 cung trekking cho những du khách thích du lịch trải nghiệm ở Việt Nam.

Khi không có hứng thú với các thành phố đông đúc, du khách nên tới các vườn quốc gia, đỉnh núi... cho các chuyến trekking. Theo đánh giá của Lonely Planet, những chuyến đi này sẽ nhiều thách thức, thời tiết thất thường, địa hình khó khăn... nhưng thật sự là trải nghiệm đáng thử, không chỉ với khách nước ngoài mà cả khách nội địa.

1. Sa Pa (Lào Cai)

Tuyến này phù hợp cho người mới bắt đầu. Du khách cần dành 1-2 ngày đi bộ trên các sườn đồi ở Sa Pa, thăm các làng dân tộc. Nếu đi cùng người địa phương, họ sẽ cung cấp thêm các thông tin về người dân và văn hóa thông qua các hoạt động cộng đồng. Những địa danh đi qua gồm có Sín Chải, Cát Cát, Bản Hồ, Ý Linh Hồ...

2. Bắc Hà (Lào Cai)

Đây là cung đường đồi núi thấp, chủ yếu trải nghiệm cuộc sống của người dân tộc như H'mong, Dao, Giáy, Nùng, Tày, Thái... Một trong những trải nghiệm không nên bỏ qua là ngủ qua đêm ở homestay. Ở Bắc Hà có chợ chủ nhật, ở Cán Cấu gần đó có chợ thứ bảy, ngoài ra còn có các chợ ở làng Cốc Ly, Lũng Phìn và Sín Chéng. Để khởi động, hãy đi bộ 6 km qua làng H'mong của Thải Giàng Phố đến làng Tày ở Na Lo... Nếu bạn muốn thử thách hơn, hãy thử chặng 10 km qua những cánh đồng lúa, rừng quế và các ngọn đồi...

3. Leo đỉnh Fansipan (Lào Cai)

Hành trình lên đỉnh Fansipan trải qua nhiều địa hình khó, nhưng phong cảnh ấn tượng. Ảnh: Hachi8

Nếu là người yêu thích những môn thể thao mạo hiểm thì Fansipan không còn là cái tên xa lạ. Đây là chặng đường chinh phục đầy thách thức, đòi hỏi phải có sức khỏe và sự luyện tập thường xuyên. Đỉnh núi được mệnh danh là ""nóc nhà của Đông Dương"" có thể leo thuận tiện nhất từ Trạm Tôn ở sườn phía Bắc. Bạn sẽ cần thời gian 2-3 ngày và bắt buộc phải có người địa phương đi cùng.

4. Vườn quốc gia Ba Bể (Bắc Kạn)

Nếu không thích đám đông, hãy đến trekking ở vườn quốc gia Ba Bể. Cung đường này có độ khó ở mức trung bình, nhiều cây xanh, đi sâu vào tìm hiểu văn hóa miền núi và lối sống. Những đỉnh núi đá vôi trong thung lũng với những hồ nước, rừng già và các loài động vật... đem lại sự bình yên trong trải nghiệm. Đây cũng là khu vực có người Tày, Dao và H'mong sinh sống.

5. Vườn quốc gia Cát Bà (Hải Phòng)

Cát Bà là nơi có núi, biển, rừng, những loài động vật hoang dã. Chuyến đi khá thảnh thơi nếu bạn chỉ chọn cung 3 km. Nhưng bạn cũng có thể chấp nhận thách thức hơn với cung xuyên rừng 10 km từ cổng vườn quốc gia tới làng chài Việt Hải. Mùa thu và đông là thời điểm lý tưởng cho chuyến đi này vì trời khô ráo. Trekking chỉ cần một ngày, nhưng bạn nên kết hợp ngủ đêm ở làng để hiểu thêm về cuộc sống.

6. Vườn quốc gia Cát Tiên (Đồng Nai)

Cát Tiên có nhiều cung trekking khác nhau để nhiều người trải nghiệm. Ảnh: Thanh Thu

Vườn quốc gia Cát Tiên là rừng mưa nhiệt đới với đa dạng sinh học. Tour phổ biến nhất là trekking nửa ngày trong rừng, nhưng hãy dành nhiều thời gian hơn thế để tìm hiểu thêm về nơi đây. Ở Cát Tiên, bạn sẽ bắt gặp nhiều loài cây độc đáo. Bầu Sấu là điểm du lịch nổi tiếng nhất ở rừng Cát Tiên, là nơi nghỉ qua đêm với trải nghiệm tận mắt nhìn thấy cá sấu sống trong tự nhiên. Cát Tiên còn là chuyến đi thích hợp với cả trẻ em khi chúng có thể khám phá nhiều điều từ thiên nhiên.

7. Những khu làng ở Mai Châu (Hòa Bình)

Hãy đến Mai Châu vào mùa lúa, tháng 5 và tháng 10. Có nhiều điểm đến phổ biến để đi dạo trong các ngôi làng của người Thái trắng sinh sống, nổi tiếng với các hoạt động dệt lụa. Hãy thử trekking chặng 18 km từ Bản Lác đến Xa Linh, đường đi không khó, nhưng cần sự kiên nhẫn. Những người dân địa phương sẽ cho bạn thêm những kiến thức về cuộc sống ở đây. Khi quay lại thị trấn, bạn có thể chọn các phương tiện khác để không ảnh hưởng tới sức khỏe.

8. Cao Bằng

Cao Bằng là một trong những điểm đến đẹp ở vùng Đông Bắc để khám phá cộng đồng người dân tộc. Điểm đến chính cho những người đi bộ đường dài ở đây là những ngôi làng trên sườn đồi của người Tày, Nùng, H'mong, Dao và Lolo, với các khu chợ chuyển từ làng này sang làng khác vào những ngày khác nhau trong tháng Âm lịch. Đừng bỏ qua chặng quanh thác Bản Giốc và động Ngườm Ngao để thưởng ngoạn cảnh đẹp.

Tâm Anh"
https://vnexpress.net/ben-trong-phong-vip-gioi-nha-giau-xem-world-cup-2022-4543279.html,Bên trong phòng VIP giới nhà giàu xem World Cup 2022 - VnExpress,"Ngoài bán vé xem các trận đấu World Cup 2022, chủ nhà Qatar còn cung cấp dịch vụ VIP dành cho giới nhà giàu, trong đó có các phòng xem trực tiếp các trận bóng đá và các phòng chờ. Những dịch vụ này cho một công ty chuyên tổ chức sự kiện thể thao cung cấp. Có 5 hạng phòng tại các sân vận động diễn ra World Cup 2022. Ngoài dịch vụ cao cấp, những nơi này còn đảm bảo sự riêng tư tối đa.

Hạng phòng Private Suite

Đây là khu vực khách có thể thuê nguyên phòng, với giá từ 22.450 USD. Người đặt phòng sẽ được phục vụ 5 món ăn, do đầu bếp chế biến riêng. Đồ uống không giới hạn, gồm bia, rượu mạnh, vang, nước ngọt... Khách có thể nán lại sau trận đấu để mở tiệc ăn mừng, được tặng quà lưu niệm. Phòng có lối đi nội bộ xuống thẳng chỗ ngồi đẹp nhất sân vận động, theo giới thiệu từ đơn vị cung cấp, MATCH Hospitality."
https://vnexpress.net/xem-truc-tiep-world-cup-2022-tu-may-bay-4543515.html,Xem trực tiếp World Cup 2022 từ máy bay - VnExpress,"Hãng hàng không lớn thứ hai UAE cung cấp cho hành khách các dịch vụ xem bóng đá trực tiếp từ trên trời.

""Việc phát trực tiếp bóng đá là một phần trong kế hoạch mở rộng các chương trình truyền hình trực tiếp, hoạt động giải trí trên chuyến bay của chúng tôi nhằm phục vụ tốt nhất cho hành khách"", đại diện hãng hàng không quốc gia của Abu Dhabi, hãng lớn thứ hai UAE, Terry Daly, cho biết.

Đây là hãng hàng không đầu tiên trên thế giới công bố dịch vụ xem trực tiếp các trận đấu của World Cup năm nay. Hành khách sẽ được cung cấp thiết bị giải trí điện tử E-box khi lên máy bay. Mức giá dao động từ 5,95 USD đến 29,95 USD tùy theo dung lượng, miễn phí với thẻ Platinum.

Hành khách có thể vừa bay vừa xem trực tiếp các trận đấu World Cup 2022. Ảnh: Etihad

Ngoài World Cup 2022, hành khách cũng có thể lựa chọn các giải đấu thể thao nổi tiếng khác như NBA (giải bóng rổ nhà nghề Mỹ), NFL (giả bóng bầu dục Mỹ)... để xem. Hãng cũng thường xuyên cập nhật các bộ phim của Hollywood và Bollywood trên các kênh như Sport 24 và Sport 24 Extra.

Anh Minh (Theo Etihad)"
https://vnexpress.net/nhu-pha-le-ho-ngoc-bich-o-thung-lung-thoong-4542572.html,"Nhũ pha lê, hồ ngọc bích ở thung lũng Thoòng","Thám hiểm hung Thoòng, du khách sẽ được ngắm những hồ nước trong lòng hang động có màu xanh ngọc bích. Tour 3 ngày 2 đêm, gồm khám phá ba hang: hang Hùng, Tròn và Thung, treking giữa rừng già, bơi trong lòng hang, đu dây vượt vách đá...

Hang đầu tiên trong hành trình là hang Hùng (ảnh). Đây là hang có hệ thống thạch nhũ kỳ vĩ nhất tour. Những khối nhũ lớn nối thẳng từ trần hang xuống."
https://vnexpress.net/gem-center-trang-hoang-don-giang-sinh-4543316.html,GEM Center trang hoàng đón Giáng sinh,"Thưởng thức âm nhạc tại GEM Center sẽ là một trải nghiệm khó quên với bạn. Chuỗi sự kiện âm nhạc ""Taste of The Soul"" do WM Haus tổ chức sẽ đưa bạn đến với hành trình thưởng thức ẩm thực và âm nhạc thú vị. Các đêm nhạc với sự tham gia biểu diễn của nhiều ca sĩ trẻ và danh tiếng, được bán vé và diễn ra vào mỗi tuần của tháng 12."
https://vnexpress.net/vietravel-tung-voucher-uu-dai-den-12-4543360.html,Vietravel tung voucher ưu đãi đến 12%,"Vietravel phát hành phiếu quà tặng Vietravel Gift Voucher với giá trị ưu đãi đến 12%, nhằm tri ân du khách.

Chương trình phát hành Vietravel Gift Voucher ""Mua tour tặng tour với giá trị ưu đãi lên đến 12%"" sẽ diễn ra trong tháng sinh nhật Vietravel, từ ngày 1/12 đến 31/12.

Theo đó, trong thời gian trên, du khách thanh toán 100% giá trị đặt tour sẽ nhận được giá trị dịch vụ sử dụng cộng thêm lên đến 12%. Voucher có hiệu lực sử dụng bắt đầu từ 1/3/2023.

Cảnh sắc mùa xuân Nhật Bản. Ảnh: Freepik

Theo đại diện Vietravel, chương trình phù hợp để doanh nghiệp, tổ chức trong và ngoài nước đang có nhu cầu tìm kiếm quà tặng thưởng cho đại lý phân phối, nhân viên hoặc khách hàng thân thiết; các doanh nghiệp mới có nhu cầu về voucher du lịch hay tổ chức sự kiện, hội nghị, team building, gala...

Du khách sử dụng Vietravel Gift Voucher trong giai đoạn từ 1/3 đến 31/5/2023 được ưu đãi cộng thêm 3,5% trên mệnh giá voucher; sử dụng từ 1/6 đến 31/8/2023 được ưu đãi cộng thêm 6,5%. Voucher sử dụng từ 1/9 đến 31/12/2023 được ưu đãi cộng thêm 10% và từ 1/1/2024 đến 31/3/2024 được hưởng ưu đãi cộng thêm 12% trên mệnh giá.

Thời điểm xác định giá trị cộng thêm là khi du khách dùng gift voucher để thanh toán dịch vụ. Vietravel Gift Voucher không sử dụng hết một lần, có thể bảo lưu theo thời hạn quy định trên voucher và vẫn áp dụng giá trị cộng thêm như trên.

Du lịch Mỹ được nhiều du khách quan tâm thời gian gần đây. Ảnh: Freepik

Du khách có thể sử dụng Vietravel Gift Voucher để đăng ký tất cả dịch vụ của Vietravel Corp, bao gồm: mua tour du lịch trọn gói Vietravel khởi hành trên toàn quốc; gói dịch vụ du lịch gồm combo (vé máy bay/xe và khách sạn); đặt khách sạn trong và ngoài nước; vé máy bay nội địa và quốc tế của Vietravel Airlines.

Ngoài ra, với voucher này, du khách có thể đăng ký thuê xe du lịch tại xí nghiệp vận chuyển Xuyên Á và hệ thống Vietravel; tổ chức sự kiện tại Beevent; mua quà tặng (hoa tươi, trái cây, trà, cà phê...) tại Viecoms.

Với hệ thống Vietravel rộng khắp trải dài trên toàn quốc, các đoàn khách M.I.C.E có thể dễ dàng chọn sử dụng voucher ở bất cứ đâu. Vietravel là một trong những công ty có tần suất tour khởi hành nhiều cùng hệ sinh thái đa dạng các loại hình dịch vụ cho du khách nhiều trải nghiệm.

""Đây là chương trình đầu tiên và duy nhất mà Vietravel tri ân khách hàng nhân dịp tháng sinh nhật 27 năm, với giá trị cộng thêm của gift voucher lớn dành cho khách thụ hưởng. Gift voucher được quản lý an toàn bằng QR code, sử dụng linh hoạt và tiện lợi, là quà tặng thích hợp với du khách"", đại diện công ty nói.

Nhiều tour du lịch Thái Lan bay cùng Vietravel Airlines có giá ưu đãi. Ảnh: Freepik

Điều kiện tham gia ưu đãi

Khách hàng doanh nghiệp đăng ký dịch vụ với giá trị hợp đồng từ 100 triệu đồng trở lên sẽ được sử dụng voucher. Mỗi voucher phát hành không nhỏ hơn 10 triệu đồng một voucher.

Tất cả voucher đã mua không được hoàn, hủy. Chỉ áp dụng cho voucher mua và thanh toán 100% trong tháng sinh nhật công ty từ 1/12 đến 31/12. Voucher có hiệu lực thanh toán và sử dụng dịch vụ từ ngày 1/3/2023 đến 31/3/2024.

Thư Kỳ"
